㓦划	㓦劃
囊温郎当	囊溫郎當
带扣	帶扣
带罪征收	帶罪徵收
带膆貂挂	帶膆貂掛
师云而云	師云而云
师杯	師杯
师生杯	師生盃
市无二价	市無二價
常态分布	常態分佈
常须	常須
帕谢克	帕謝克
希伯来历	希伯來曆
希腊建筑	希臘建築
席丰履厚	席豐履厚
席胜	席勝
席面	席面
帮懒钻闲	幫懶鑽閒
帮闲钻懒	幫閒鑽懶
帆布	帆布
帆板	帆板
帝胄	帝胄
币别	幣別
币制	幣制
形态发生素	形態發生素
形疲神困	形疲神困
影评人周	影評人週
彭于晏	彭于晏
彭绍升	彭紹升
彊梁	彊梁
彰显出	彰顯出
役于	役於
役别	役別
役种	役種
彼此克制	彼此剋制
彗核	彗核
彗氾画涂	彗氾畫塗
彪个子	彪個子
彪炳千古	彪炳千古
就于	就於
就系	就係
将于	將於
将相本无种	將相本無種
尼亚加拉瀑布	尼亞加拉瀑布
少说几句	少說幾句
少采	少採
尖团	尖團
尖扎	尖扎
尖管面	尖管麪
尖裂叶	尖裂葉
尺板	尺板
尺二秀才	尺二秀才
尘卷风	塵捲風
尘饭涂羹	塵飯塗羹
尚志	尚志
尚余	尚餘
尚慕杰	尚慕傑
尚须	尚須
尔本周	爾本週
尹秋君	尹秋君
尹邢避面	尹邢避面
尾注	尾註
尾身幸次	尾身幸次
再于	再於
农经系	農經系
冷灰里爆出火来	冷灰裏爆出火來
决胜	決勝
决斗	決鬥
决了	決了
军事管制	軍事管制
军种	軍種
军舰岩	軍艦岩
写真合成海报	寫真合成海報
冠世之才	冠世之才
冠胄	冠冑
冒烟	冒煙
冒了	冒了
冒镝当锋	冒鏑當鋒
冶炼	冶煉
冶叶倡条	冶葉倡條
冶游	冶遊
冶荡	冶蕩
冥蒙	冥濛
冯骥才	馮驥才
冉冉上升	冉冉上升
冉有仆	冉有僕
弥陀	彌陀
强音踏板	強音踏板
弹珠台	彈珠檯
弹针	彈針
弦轴	絃軸
弄丑	弄醜
弄脏	弄髒
弯管面	彎管麪
弗罗里达	弗羅裏達
弗兰克	弗蘭克
弗洛里斯岛	弗洛裏斯島
弃瑕录用	棄瑕錄用
弃舍	棄捨
弓不虚发	弓不虛發
弓腰曲背	弓腰曲背
弱势团体	弱勢團體
弱音踏板	弱音踏板
弊恶	弊惡
弘历	弘曆
弘愿	弘願
忙里	忙裏
忙并	忙併
忙进忙出	忙進忙出
必修	必修
必胜	必勝
必死之症	必死之症
必须	必須
忍术	忍術
忧郁	憂鬱
忧戚	憂戚
忠仆	忠僕
忘忧谷	忘憂谷
忘生舍死	忘生捨死
忽前忽后	忽前忽後
忽明忽暗	忽明忽暗
忽舍下	忽捨下
德佛亚克	德佛亞克
德瑞克	德瑞克
得益于	得益於
往里	往裏
往还于	往還於
徐赞升	徐讚昇
徐霞客游记	徐霞客遊記
微纤	微纖
微胶囊技术	微膠囊技術
微雕	微雕
待核	待覈
很丑	很醜
循环系统	循環系統
循环赛制	循環賽制
律历志	律曆志
律师团	律師團
徒托空言	徒託空言
徒步当车	徒步當車
徘回	徘迴
徘徊于	徘徊於
呼之欲出	呼之欲出
命名系统	命名系統
命运注定	命運註定
命题范围	命題範圍
呈现出	呈現出
呈准	呈准
呈逆价差	呈逆價差
告示板	告示板
味同嚼蜡	味同嚼蠟
味胜易牙	味勝易牙
奥特朗托	奧特朗托
奥万大	奧萬大
女长须嫁	女長須嫁
奇丑	奇醜
奇里安	奇里安
奉毂后车	奉轂後車
奋斗	奮鬥
套出	套出
套种	套種
套装旅游	套裝旅遊
奏出	奏出
奏鸣曲	奏鳴曲
奏表	奏表
奴儿干	奴兒干
奴隶制	奴隸制
奴仆	奴僕
奴才	奴才
奔回	奔回
奔出	奔出
奔向	奔向
奖杯	獎盃
奖赞	獎贊
奶制品	奶製品
奶卷	奶捲
奶妈怀里的孩子	奶媽懷裏的孩子
奶娘	奶孃
奎尼匹克	奎尼匹克
奎松市	奎松市
她克制	她剋制
她准知	她準知
官面	官面
官私合营	官私合營
宁猛力	甯猛力
宁静致远	寧靜致遠
实际范围	實際範圍
宝丰	寶豐
宿舍	宿舍
宿仇	宿仇
宿志	宿志
宣传周	宣傳週
完了	完了
完成后	完成後
容于	容於
审计范围	審計範圍
宽宽松松	寬寬鬆鬆
守正不回	守正不回
客串演出	客串演出
客游	客遊
客舍	客舍
宋板	宋板
宗周	宗周
宜丰	宜豐
害发	害發
害虫	害蟲
宾客如云	賓客如雲
宾语关系从句	賓語關係從句
宏志	宏志
宏愿	宏願
宏碁集团	宏碁集團
宇宙云	宇宙雲
宇宙志	宇宙誌
宛若游龙	宛若游龍
宛转周折	宛轉周折
室里	室裏
宫里蓝	宮里藍
宸极	宸極
宸游	宸遊
厂主	廠主
压价	壓價
压缩饼干	壓縮餅乾
压面棍	壓麪棍
厘米	釐米
厘订	釐訂
厄立特里亚	厄立特里亞
厌恶	厭惡
厌食症	厭食症
厚纸板	厚紙板
厨余	廚餘
厨娘	廚娘
厨柜	廚櫃
县里	縣裏
厮斗	廝鬥
厮舍	廝舍
倒载干戈	倒載干戈
倒钟摆效应	倒鐘擺效應
倾箱倒柜	傾箱倒櫃
值日表	值日表
倦游	倦遊
倦鸟余花	倦鳥餘花
倪云林	倪雲林
倪嗣冲	倪嗣沖
债台高筑	債臺高築
债权团	債權團
巴人下里	巴人下里
工欲善其事	工欲善其事
巨款	鉅款
左云	左雲
巡游	巡遊
巧了	巧了
差恶	差惡
差若豪厘	差若豪釐
已系	已係
川谷	川穀
己丑	己丑
己出	己出
己所不欲	己所不欲
己饥己溺	己飢己溺
巫术	巫術
州同	州同
州里	州里
在野党	在野黨
圣修伯里	聖修伯里
土中曲蟮	土中曲蟮
土种	土種
圆舞曲	圓舞曲
圈里	圈裏
场面	場面
场合	場合
场记板	場記板
加签	加簽
力系	力系
力量党	力量黨
动荡	動盪
动配合	動配合
功流万世	功流萬世
劈挂拳	劈掛拳
劈脑后	劈腦後
劝出	勸出
劝回	勸回
势穷力极	勢窮力極
劫余	劫餘
劲度系数	勁度係數
劲松	勁松
劲秋	勁秋
劲舞团	勁舞團
劲骨丰肌	勁骨豐肌
办伙	辦伙
劣于	劣於
劣药	劣藥
助于	助於
助恶	助惡
助选团	助選團
励志书	勵志書
剪恶除奸	剪惡除奸
剪贴出	剪貼出
剃须	剃鬚
剃了	剃了
剃胡	剃鬍
削发	削髮
削面	削麪
剩馀价值	剩餘價值
割舍	割捨
割了	割了
割据	割據
剥离症	剝離症
剔了	剔了
剔齿纤	剔齒纖
剖面	剖面
剧曲	劇曲
剧种	劇種
剧药	劇藥
应运而出	應運而出
库仑	庫侖
库木吐拉千佛洞	庫木吐拉千佛洞
库瑞克	庫瑞克
康乃狄克	康乃狄克
康采恩	康采恩
庵主	庵主
庵罗树园	菴羅樹園
底价	底價
底夸克	底夸克
底脚里人	底腳裏人
府谷	府谷
店伙	店夥
度假胜地	度假勝地
度身定制	度身定製
庇里牛斯	庇里牛斯
庇荫	庇廕
床板	牀板
序曲	序曲
庐舍	廬舍
庶几	庶幾
庶出	庶出
庙台	廟臺
庙里	廟裏
废了	廢了
废后	廢后
庸才	庸才
庸暗	庸闇
对表	對錶
导生制	導生制
导风板	導風板
密折	密摺
富里	富里
富春秋	富春秋
富维克	富維克
寒于	寒於
寒舍	寒舍
寻仇	尋仇
寻获	尋獲
察核	察覈
察觉出	察覺出
寿丰	壽豐
寿数已尽	壽數已盡
寓于	寓於
寓兵于农	寓兵於農
寓教于乐	寓教於樂
寓禁于征	寓禁於征
寇准	寇準
寡欲	寡慾
寸丝不挂	寸絲不掛
寸发千金	寸髮千金
寺舍	寺舍
寺钟	寺鐘
哈里	哈里
哈萨克	哈薩克
哈丰角	哈豐角
哈比亚里马纳	哈比亞里馬納
哪里	哪裏
哪种	哪種
哪方面	哪方面
品尝	品嚐
品汇	品彙
品鉴	品鑑
响了	響了
响板	響板
哭成一团	哭成一團
哭秋风	哭秋風
哭脏	哭髒
哀莫大于心死	哀莫大於心死
哗众	譁衆
哥伦布	哥倫布
哥林多后书	哥林多後書
哥萨克	哥薩克
哥里	哥里
哲里木	哲里木
哑子托梦	啞子托夢
哑板	啞板
哼个	哼個
哼出	哼出
学舍	學舍
孤云	孤雲
孤灯挑尽	孤燈挑盡
字表	字表
字码表	字碼表
子集合	子集合
季札挂剑	季札掛劍
季节洄游	季節洄游
孟什维克	孟什維克
孟村回族自治县	孟村回族自治縣
孟秋	孟秋
孟获	孟獲
孕穗	孕穗
孕出	孕出
孕育出	孕育出
孙杰	孫杰
孙胜男	孫勝男
孔明借箭	孔明借箭
孔章望斗	孔章望斗
孔虫	孔蟲
孽党	孽黨
孽种	孽種
孽障种子	孽障種子
孝布	孝布
孝重千斤日减一斤	孝重千斤日減一斤
孢子叶	孢子葉
孢子虫	孢子蟲
孵出来	孵出來
和盘托出	和盤托出
咽气	嚥氣
咬了	咬了
咬折丁子的老婆	咬折丁子的老婆
咬秋	咬秋
咬舌自尽	咬舌自盡
咏叹	詠歎
咏赞	詠贊
咏雪之才	詠雪之才
咒印术	咒印術
咀咽	咀嚥
咀嚼出	咀嚼出
咖啡杯	咖啡杯
咖啡色系	咖啡色系
咫尺万里	咫尺萬里
咫尺千里	咫尺千里
咭叮当	咭叮噹
咭当当	咭噹噹
北瓦兹里斯坦	北瓦茲里斯坦
北辕适楚	北轅適楚
化纤	化纖
化了	化了
化暗为明	化暗爲明
化肥厂	化肥廠
医药	醫藥
医疗团	醫療團
医院里	醫院裏
区段征收	區段徵收
匡济之才	匡濟之才
匹似闲	匹似閒
匹头里	匹頭裏
匀出	勻出
匀面	勻面
匪党	匪黨
匪干	匪幹
匪徒集团	匪徒集團
匏有苦叶	匏有苦葉
匏系	匏繫
善罢干休	善罷干休
善财难舍	善財難捨
喝杯	喝杯
喜不自胜	喜不自勝
喷薄欲出	噴薄欲出
喉头发干	喉頭發乾
喉干舌燥	喉乾舌燥
喧噪	喧噪
喘出	喘出
喘吁吁	喘吁吁
展才	展才
层云	層雲
层积云	層積雲
层面	層面
屋子里	屋子裏
屋梁	屋樑
屋舍	屋舍
局促	侷促
居里	居里
居心险恶	居心險惡
属于	屬於
屡仆屡起	屢仆屢起
屡战屡胜	屢戰屢勝
屡顾尔仆	屢顧爾僕
屏当	屏當
屏极	屏極
屏风后	屏風後
履历片	履歷片
履历表	履歷表
屯扎	屯紮
屯田制	屯田制
屯里	屯裏
屠苏酒	屠蘇酒
偏相关系数	偏相關係數
偏重于	偏重於
偷了	偷了
偷种	偷種
做针线	做針線
停表	停表
假面	假面
假药	假藥
偿愿	償願
偃仆	偃仆
偃蹇困穷	偃蹇困窮
偶发	偶發
偶合	偶合
偎干就湿	偎乾就溼
健康胜于财富	健康勝於財富
健忘症	健忘症
委员制	委員制
委罪于人	委罪於人
姑娘	姑娘
姚俊杰	姚俊傑
姚采颖	姚采穎
始于	始於
始愿	始願
姓岳	姓岳
姓系	姓系
姨娘	姨娘 姨孃
姨表	姨表
姬姜	姬姜
姬松茸	姬松茸
姻党	姻黨
姻戚	姻戚
岩仓使节团	岩倉使節團
岁稔年丰	歲稔年豐
坐了	坐了
坛佳酿	罈佳釀
坛老酒	罈老酒
坦荡	坦蕩
坦涂	坦塗
坏家伙	壞傢伙
坏恶	壞惡
均田制	均田制
均一价	均一價
均权制度	均權制度
坎塔布连山脉	坎塔布連山脈
坎塔布连海	坎塔布連海
坚白同异	堅白同異
坤极	坤極
坑蒙	坑蒙
坑里	坑裏
基于	基於
埃荣冲	埃榮衝
埃里温	埃裏溫
培育出	培育出
培植出	培植出
埋了	埋了
埔里社抚垦局	埔裏社撫墾局
埔里镇	埔里鎮
域多利皇后	域多利皇后
建于	建於
廖英杰	廖英傑
廖金钟	廖金鐘
延挨	延挨
延陵挂剑	延陵掛劍
廉价	廉價
廉售价	廉售價
廉纤	廉纖
廷争面折	廷爭面折
廪秋	廩秋
廪膳秀才	廩膳秀才
妙药	妙藥
妖后	妖后
妖精谷	妖精谷
妖里妖气	妖里妖氣
妇人生须	婦人生鬚
妄念	妄念
妄想症	妄想症
妥当人	妥當人
塔波兰尼克	塔波蘭尼克
塔罗维克	塔羅維克
塞瓦斯托波尔	塞瓦斯托波爾
塞韦里诺	塞韋裏諾
塑炼	塑煉
塑造出	塑造出
填表	填表
垫板	墊板
型板	型板
型范	型範
垄断价格	壟斷價格
垄断资产	壟斷資產
垄断集团	壟斷集團
垦丁杯	墾丁盃
垦复	墾複
垦辟	墾闢
垮了	垮了
垃圾回收	垃圾回收
垃圾虫	垃圾蟲
垣曲县	垣曲縣
唱片目录	唱片目錄
唱针	唱針
唇燥舌干	脣燥舌乾
售价	售價
唐三彩	唐三彩
唐志中	唐志中
唐胖子吊在醋缸里	唐胖子吊在醋缸裏
唾面	唾面
唾余	唾餘
唾沫直咽	唾沫直嚥
唤出	喚出
唤回	喚回
娘亲	孃親
娘母子	娘母子
娘的	孃的
娶回	娶回
娶了	娶了
娴于辞令	嫺於辭令
勾了	勾了
勾画出	勾畫出
勾魂荡魄	勾魂蕩魄
勿药	勿藥
勿念	勿念
勿施于人	勿施於人
勿里洞岛	勿里洞島
勒里勒得	勒里勒得
勤劳致富	勤勞致富
勤朴	勤樸
勃极烈	勃極烈
勃郁	勃鬱
勇于认错	勇於認錯
勘合	勘合
勘误表	勘誤表
壮游	壯遊
声价	聲價
声情并茂	聲情並茂
声类系统	聲類系統
士胄	士胄
壶里	壺裏
壶口瀑布	壺口瀑布
壶范	壺範
壹个人	壹個人
壹周刊	壹週刊
壹败涂地	壹敗塗地
壹郁	壹鬱
壁志	壁誌
壁立千仞	壁立千仞
壁钟	壁鐘
傅说版筑	傅說版築
傅里叶	傅里葉
催并	催併
催谷	催谷
储备干部	儲備幹部
傲世轻才	傲世輕才
傲睨万物	傲睨萬物
傲霜斗雪	傲霜鬥雪
傻大个	傻大個
傻里傻气	傻里傻氣
傍个影儿	傍個影兒
傍系	傍系
傢伙座儿	傢伙座兒
僮仆	僮僕
僮御	僮御
僮手指千	僮手指千
像杯	像杯
像赞	像贊
啃书虫	啃書蟲
啃出	啃出
啧啧称赞	嘖嘖稱讚
啧啧赞叹	嘖嘖讚歎
墨索里尼	墨索里尼
墓志	墓誌
墓表	墓表
墙面	牆面
墙里	牆裏
增修	增修
增辟	增闢
增量参数	增量參數
墩台	墩臺
墩布	墩布
嫁出	嫁出
嫁祸于	嫁禍於
嫉恶若仇	嫉惡若仇
嫌恶	嫌惡
嫡出	嫡出
嫡系	嫡系
噪杂	噪雜
噪点	噪點
噪诈	譟詐
噶拉多杰仁波切	噶拉多傑仁波切
噜噜苏苏	嚕嚕囌囌
噜苏	嚕囌
嘉义师范	嘉義師範
嘉柏隆里	嘉柏隆里
嘉里	嘉裏
嘘下台去	噓下臺去
嘘下台来	噓下臺來
嘴松	嘴鬆
嘴答谷	嘴答谷
嘴里	嘴裏
嘀嗒的表	嘀嗒的錶
嘀里嘟噜	嘀裏嘟嚕
堪为表率	堪爲表率
堪称典范	堪稱典範
堪舆术	堪輿術
堂分姑娘	堂分姑娘
堂后官	堂後官
堂屋里挂草荐	堂屋裏掛草薦
堂布	堂布
堆了	堆了
堆案盈几	堆案盈几
堕云雾中	墮雲霧中
堕胎药	墮胎藥
嗜欲	嗜慾
嗜血杆菌	嗜血桿菌
嗜酸乳干菌	嗜酸乳干菌
嗟叹	嗟嘆
嗟吁	嗟吁
嗣后	嗣後
嗣适	嗣適
崔京周	崔京周
崔克索	崔克索
崖广	崖广
崖谷	崖谷
儒术	儒術
儿不嫌母丑犬不怨主贫	兒不嫌母醜犬不怨主貧
嚷出	嚷出
嚷刮	嚷刮
嚼不了	嚼不了
婚前婚后	婚前婚後
婚后	婚後
婚姻制度	婚姻制度
婆娘子	婆娘子
婴儿猝死症候群	嬰兒猝死症候羣
婴儿猝死综合症	嬰兒猝死綜合症
峰火台	峯火臺
峇峇娘惹	峇峇孃惹
峇里岛	峇里島
峻岭	峻嶺
峻极	峻極
媒合	媒合
所系	所繫
批价	批價
批荡	批蕩
扑灭蚊虫	撲滅蚊蟲
找面子	找面子
扶手椅里	扶手椅裏
承蒙	承蒙
承修	承修
扫荡	掃蕩
扫晴娘	掃晴娘
扭转乾坤	扭轉乾坤
扬谷	揚穀
扔出	扔出
扔回	扔回
扔在脑后	扔在腦後
扩散出来	擴散出來
扩音机系统	擴音機系統
扛了	扛了
执念	執念
执行面	執行面
扇面	扇面
扇叶蒲葵	扇葉蒲葵
扪参历井	捫參歷井
扪隙发罅	捫隙發罅
扳回一城	扳回一城
本里	本里
未了	未了
未获	未獲
未降反升	未降反升
朝西面	朝西面
机修厂	機修廠
机辟	機辟
服毒自尽	服毒自盡
服用药	服用藥
服饰周	服飾週
望楼台	望樓臺
望胄	望胄
术业有专攻	術業有專攻
术数	術數
术科	術科
末了	末了
末末了	末末了
札什伦布寺	札什倫布寺
札夸威	札夸威
朽棘不雕	朽棘不雕
朔云	朔雲
朔党	朔黨
朦在鼓里	朦在鼓裏
朦胧	朦朧
杂谷脑	雜谷腦
杨秋兴	楊秋興
杜丽娘	杜麗娘
杜老志道	杜老誌道
杆上	杆上
杠上	槓上
杠起	槓起
权能划分	權能劃分
村里	村裏
束发	束髮
束修	束脩
束矢难折	束矢難折
材干	材幹
材料系	材料系
条纹布	條紋布
杏核	杏核
杏雨梨云	杏雨梨雲
杭丁顿舞蹈症	杭丁頓舞蹈症
杭锦后旗	杭錦後旗
杞梁	杞梁
杞宋无征	杞宋無徵
技术	技術
技艺团	技藝團
报表	報表
投药	投藥
投闲置散	投閒置散
抽丰	抽豐
抽蓄发电	抽蓄發電
披云	披雲
披红挂彩	披紅掛綵
披肝挂胆	披肝掛膽
披针形叶	披針形葉
抗了	抗了
抗逆转录	抗逆轉錄
抱素怀朴	抱素懷樸
抱负水准	抱負水準
抓不准	抓不準
抵了	抵了
抵牾	牴牾
抵触	牴觸
抵针	抵針
抑制	抑制
抑郁	抑鬱
护面	護面
护板	護板
抚面	撫面
抄获	抄獲
抛摆	拋擺
抛物面	拋物面
抢种	搶種
把方才	把方纔
把脸一板	把臉一板
把饭叫饥	把飯叫饑
抬价	擡價
抬杠	擡槓
抬高身价	擡高身價
押解回	押解回
抖出	抖出
抖了	抖了
抖搜精神	抖搜精神
抟击掀发	摶擊掀發
抟砂炼汞	摶砂煉汞
抟风板	摶風板
抹了	抹了
抹面	抹面
抒发	抒發
抠出来	摳出來
方便面	方便麪
斯伯丁杯	斯伯丁盃
断根绝种	斷根絕種
施出	施出
斜了	斜了
斜谷	斜谷
斜面	斜面
料不准	料不準
料前不能料后	料前不能料後
斋坛	齋壇
斋栗	齋慄
斋舍	齋舍
斩尽	斬盡
斩获	斬獲
挽住	挽住
指针	指針
按需出版	按需出版
挑了	挑了
挑选出	挑選出
挥了	揮了
挡雨板	擋雨板
挤了	擠了
挤身于	擠身於
振兴医疗复健中心	振興醫療復健中心
振杰	振杰
挺了	挺了
挖掘出	挖掘出
挖耳当招	挖耳當招
持不同政见	持不同政見
持胜	持勝
挠直为曲	撓直爲曲
挣扎	掙扎
挣出	掙出
挹注	挹注
挟制	挾制
挟朋树党	挾朋樹黨
挪借	挪借
挪出	挪出
挫折感	挫折感
拐骗	拐騙
拔须	拔鬚
拼了	拼了
拼缀出	拼綴出
拖了	拖了
拨接式数据通信	撥接式數據通信
拨雨撩云	撥雨撩雲
拆伙	拆夥
拆扣	拆扣
拆白党	拆白黨
拆迁范围	拆遷範圍
拜科努尔航天发射基地	拜科努爾航天發射基地
拜表	拜表
招术	招術
招致	招致
担仔面	擔仔麪
担饥受冻	擔飢受凍
拟于	擬於
拟核	擬核
拟阿拖品药物	擬阿拖品藥物
拂弦	拂弦
拂荡	拂盪
拘于	拘於
拘出	拘出
拘系	拘繫
拱出	拱出
拈折	拈折
拈花摘叶	拈花摘葉
拌嘴斗舌	拌嘴鬥舌
拌折	拌折
拌种	拌種
拌面	拌麪
拒烟	拒菸
拙于	拙於
拙朴	拙樸
拚命干	拚命幹
拚斗	拚鬥
拚生尽死	拚生盡死
拚舍	拚捨
拧了	擰了
拧干	擰乾
拧松	擰鬆
拧种	擰種
拾回	拾回
拾沈	拾瀋
拾穗	拾穗
拾获	拾獲
拗别	拗彆
拗曲作直	拗曲作直
拦柜	攔櫃
拽扎	拽扎
拏云攫石	拏雲攫石
拓朴学	拓樸學
拣出	揀出
拣别	揀別
括发	括髮
括弧里	括弧裏
沙茶面	沙茶麪
河不出图	河不出圖
河系	河系
沉积岩	沉積岩
沉迷于	沉迷於
沃依采克	沃依采克
沃兹尼克	沃茲尼克
沃枝叶不如培根本	沃枝葉不如培根本
沃达丰	沃達豐
沃野千里	沃野千里
沾体	霑體
沾衿	霑衿
治了	治了
治疗炎症	治療炎症
沽酒当炉	沽酒當爐
沿才授职	沿才授職
沥干	瀝乾
沥血之仇	瀝血之仇
温根托海	溫根托海
温祥云	溫祥雲
渔获	漁獲
渔娘	漁娘
渡了	渡了
渡海小轮	渡海小輪
渡轮	渡輪
港澳台	港澳臺
渊谷	淵谷
渊鉴类函	淵鑑類函
渗出来	滲出來
渗出物	滲出物
渗出量	滲出量
渴了	渴了
渴念	渴念
渴欲	渴欲
渴饮饥餐	渴飲飢餐
渐升	漸升
渐暗	漸暗
日久弥新	日久彌新
旅游	旅遊
旅历	旅歷
旅程表	旅程表
旧钟	舊鐘
旋里	旋里
旁系	旁系
旁注	旁註
旁观者审当局者迷	旁觀者審當局者迷
旷日弥久	曠日彌久
旌恤	旌卹
旌表	旌表
旗杆	旗杆
旗开得胜	旗開得勝
旗鼓相当	旗鼓相當
旱烟	旱菸
旱干	旱乾
族党	族黨
族里	族裏
既得陇复望蜀	既得隴復望蜀
既有今日何必当初	既有今日何必當初
旭日东升	旭日東昇
旭日初升	旭日初昇
波状云	波狀雲
泥于	泥於
泥灰岩	泥灰岩
泥铲	泥鏟
泼出	潑出
泼烟花	潑煙花
泪流满面	淚流滿面
泪眼蒙眬	淚眼矇矓
泪蜡	淚蠟
泡面	泡麪
泽里可	澤里可
泄出	泄出
泄了	泄了
泄欲	泄慾
泻出	瀉出
泻了	瀉了
泻药	瀉藥
泉台	泉臺
泉州师范学院	泉州師範學院
泊松分布	泊松分佈
泌尿系统	泌尿系統
泌水乐饥	泌水樂飢
泐复	泐覆
泐布	泐布
泣别虞姬	泣別虞姬
泫然欲泣	泫然欲泣
泫然欲泪	泫然欲淚
泳坛	泳壇
泳气钟	泳氣鐘
标价	標價
格里	格里
栗鼠	栗鼠
树种	樹種
树虫子	樹蟲子
树高千丈落叶归根	樹高千丈落葉歸根
根壮叶茂	根壯葉茂
根茎叶	根莖葉
根须	根鬚
栋梁	棟樑
栋折榱崩	棟折榱崩
栽种	栽種
栏干	欄干
校核	校覈
校舍	校舍
样板	樣板
样范	樣範
栖于	棲於
栖栖皇皇	棲棲皇皇
恩仇	恩仇
恩给制	恩給制
恩艾斯克	恩艾斯克
恢恢有余	恢恢有餘
恋念	戀念
恋生恶死	戀生惡死
恋酒贪杯	戀酒貪杯
恒言录	恆言錄
恰才	恰纔
恨了	恨了
恨意尽消	恨意盡消
恨苦修行	恨苦修行
恨透了	恨透了
恃才傲物	恃才傲物
恃才矜己	恃才矜己
恃才自专	恃才自專
恤典	卹典
恤荒	卹荒
恤金	卹金
恬适	恬適
恙虫病	恙蟲病
恣心所欲	恣心所欲
恣情纵欲	恣情縱欲
息交绝游	息交絕遊
息谷	息穀
恳愿	懇願
恳托	懇託
星云	星雲
星驰电发	星馳電發
昆仑	崑崙
昆都仑	昆都侖
昆曲	崑曲
昆玉	崑玉
显著	顯著
显露出	顯露出
显摆	顯擺
易于	易於
易游网	易遊網
易熔合金	易熔合金
昏了	昏了
是个	是個
是罐子也有两个耳朵	是罐子也有兩個耳朵
映照出	映照出
昭苏	昭蘇
昧于	昧於
昧谷	昧谷
昊天不吊	昊天不弔
昊天罔极	昊天罔極
昨夜里	昨夜裏
昨天夜里	昨天夜裏
昴宿星团	昴宿星團
昴星团	昴星團
昼伏夜出	晝伏夜出
昼伏夜游	晝伏夜游
数里	數里
整装待发	整裝待發
散荡	散蕩
救恩计划	救恩計劃
救生艇甲板	救生艇甲板
救药	救藥
敌百虫	敵百蟲
故态复萌	故態復萌
故舍	故舍
故里	故里
敷面	敷面
敷了	敷了
敷涂	敷塗
敬挽	敬輓
敬烟	敬菸
敬鉴	敬鑒
敦克尔克大撤退	敦克爾克大撤退
敦朴	敦樸
敲出	敲出
敲钟	敲鐘
敖游	敖遊
敖荡	敖盪
敝帚千金	敝帚千金
敝舍	敝舍
浪琴表	浪琴錶
测不准	測不準
浓烟	濃煙
浓血症	濃血症
浅尝	淺嘗 淺嚐
浅雕	淺雕
浑朴	渾樸
